
SourceBlockPath,SourcePortType,SourcePortIndex,DestBlockPath,DestPortType,DestPortIndex
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto3,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto7,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload (m),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Location (m),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product5,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From15,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamics),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Location (m),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Gravity (m/s2),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From21,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product8,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),out,4,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto4,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/GM,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),in,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/GM,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/G_CF (spring stiffness matrix in the CF),in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From9,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto6,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From8,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/GM,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From11,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/GM,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/From6,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/GM,in,2
